payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.01,0.51,7,0.0,6,0.61,0.67,0.47,5,0.0,53,18,4701.77,0.59,6,48.9,12.1,49,0,4,1,0.58,355
0.0,0.52,10,0.25,4,0.6,0.99,0.01,51,0.0,56,9,5109.02,0.47,3,47.4,7.0,80,2,2,5,0.79,342
0.87,0.4,3,0.01,3,0.6,0.68,0.03,34,0.0,41,19,14745.7,0.44,3,70.1,0.9,41,6,11,1,0.69,387
0.0,0.48,4,0.01,3,0.46,0.67,0.03,54,0.01,43,9,7849.76,0.8,1,72.2,5.7,108,3,1,2,0.39,341
0.01,0.21,18,0.0,6,0.6,0.65,0.0,5,0.03,56,16,10604.38,0.51,3,30.9,12.2,39,8,0,5,0.29,370
0.0,0.18,2,0.37,3,0.81,0.36,0.33,19,0.01,44,6,7940.55,0.07,6,45.5,1.6,41,4,0,1,0.9,357
0.38,0.88,16,0.37,3,0.57,0.51,0.34,5,0.03,41,13,5280.83,0.53,2,46.9,1.5,56,3,2,4,0.23,320
0.01,0.48,8,0.01,2,0.75,0.49,0.28,10,0.6,55,15,13278.05,0.14,3,15.1,9.1,64,3,2,5,0.86,372
0.84,0.74,14,0.48,3,0.59,0.19,0.28,57,0.0,41,0,13159.16,0.72,2,36.3,8.9,62,3,2,1,0.31,436
0.78,0.66,16,0.0,3,0.93,0.53,0.28,3,0.01,44,12,3568.02,0.52,6,23.8,12.2,22,4,5,3,0.6,404
0.61,0.18,6,0.0,6,0.41,0.7,0.4,24,0.02,61,9,5798.75,0.94,2,15.5,16.1,63,9,11,5,0.46,363
0.01,0.38,12,0.01,0,0.58,0.32,0.01,54,0.0,53,11,10859.19,0.39,4,17.0,6.2,97,8,11,3,0.69,349
0.39,0.52,16,0.01,7,0.86,0.7,0.12,16,0.02,58,12,8001.5,0.26,3,48.0,20.0,29,0,0,1,0.34,385
0.02,0.52,2,0.01,1,0.46,0.82,0.4,36,0.02,58,13,10130.73,0.31,7,19.9,8.1,35,8,4,5,0.7,369
0.0,0.76,9,0.0,7,0.91,0.72,0.13,45,0.01,42,10,10937.67,0.15,2,59.2,1.5,89,1,4,3,0.7,326
0.01,0.3,2,0.0,4,0.94,0.75,0.22,58,0.01,18,2,9240.35,0.89,6,21.5,3.8,86,7,2,1,0.85,377
0.02,0.23,15,0.0,6,0.57,0.35,0.09,5,0.01,49,17,14680.9,0.98,2,17.2,7.7,36,7,11,2,0.56,361
0.01,0.39,5,0.01,1,0.77,0.55,0.4,23,0.01,58,8,9806.04,0.1,7,40.9,0.0,68,0,2,5,0.66,384
0.01,0.52,17,0.01,6,0.45,0.53,0.27,7,0.0,35,9,14203.67,0.52,6,30.5,12.8,42,1,6,1,0.51,363
0.68,0.38,8,0.01,3,0.59,0.4,0.22,41,0.0,49,6,8272.67,0.52,2,53.9,22.3,26,5,6,5,0.94,383
0.02,0.25,16,0.01,3,0.33,0.33,0.5,5,0.01,41,9,11975.59,0.22,1,44.4,2.3,64,3,6,1,0.85,382
0.02,0.19,10,0.0,3,0.6,0.98,0.2,49,0.01,20,4,7614.72,0.0,1,78.3,20.3,104,5,10,2,0.6,374
0.01,0.8,1,0.37,7,0.64,0.55,0.38,19,0.61,58,10,8110.85,0.13,1,79.1,12.4,41,1,8,3,0.6,339
0.0,0.35,16,0.0,2,0.6,0.77,0.27,7,0.0,58,19,10621.3,0.68,6,23.9,16.4,43,0,9,1,0.66,349
0.01,0.5,7,0.0,6,0.69,0.78,0.27,57,0.01,26,6,4137.76,0.65,4,36.3,11.9,92,3,5,3,0.73,351
0.02,0.79,10,0.0,0,0.68,0.55,0.28,21,0.01,42,17,1606.06,0.41,2,73.0,16.9,114,3,5,3,0.83,391
0.37,0.88,16,0.0,6,0.84,0.28,0.07,5,0.0,40,11,8089.33,0.54,6,48.3,20.4,43,3,7,1,0.43,334
0.37,0.76,16,0.0,1,0.49,0.17,0.28,21,0.02,54,19,14617.83,0.17,1,20.0,23.0,30,4,7,1,0.64,346
0.77,0.09,7,0.0,1,0.6,0.52,0.08,3,0.01,20,4,2810.46,0.89,2,41.9,1.8,41,7,4,5,0.63,390
0.0,0.07,6,0.37,5,0.42,0.59,0.14,5,0.01,27,11,8544.12,0.39,2,10.6,6.8,72,2,2,1,0.27,368
0.75,0.3,1,0.74,5,0.36,0.75,0.01,5,0.01,48,8,8024.29,0.53,3,20.9,20.9,87,3,7,1,0.89,385
0.0,0.3,18,0.01,0,0.75,0.67,0.27,49,0.0,55,9,5775.46,0.9,6,31.0,21.9,108,1,2,1,0.24,380
0.4,0.07,7,0.0,7,0.95,0.67,0.48,48,0.0,41,8,7972.58,0.12,7,42.9,12.0,15,0,2,1,0.34,382
0.02,0.52,16,0.01,0,0.77,0.99,0.28,11,0.01,43,12,7802.23,0.77,2,67.8,11.9,62,9,7,1,1.0,393
0.36,0.49,11,0.01,3,0.26,0.3,0.24,17,0.0,31,6,12726.58,0.51,2,70.1,21.2,41,4,4,5,0.61,338
0.0,0.27,10,0.37,0,0.59,0.21,0.24,15,0.01,37,9,9747.35,0.2,4,66.1,4.5,114,2,2,5,0.48,361
0.01,0.19,13,0.0,0,0.6,0.86,0.02,16,0.01,48,5,14149.24,0.38,5,22.3,7.6,41,8,4,1,0.41,369
0.0,0.69,0,0.52,4,0.63,0.31,0.28,15,0.87,27,2,12441.38,0.15,2,59.3,7.4,63,8,2,3,0.85,330
0.01,0.13,16,0.37,3,0.32,0.53,0.21,38,0.02,32,16,8043.35,0.68,5,77.4,18.3,79,0,2,3,0.37,373
0.03,0.51,12,0.61,3,0.44,0.6,0.27,45,0.01,55,9,14433.45,0.72,2,49.0,5.3,20,8,2,1,0.3,398
0.01,0.17,5,0.01,6,0.67,0.31,0.1,5,0.75,39,9,8524.66,0.16,6,48.6,12.0,115,3,5,4,0.52,367
0.01,0.62,16,0.69,2,0.61,0.86,0.3,49,0.01,23,7,14151.74,0.93,2,42.5,16.1,89,1,7,2,0.69,363
0.84,0.57,13,0.01,5,0.69,0.94,0.06,5,0.02,41,14,14657.76,0.63,2,26.2,19.7,48,4,10,1,0.21,349
0.0,0.52,7,0.81,5,0.72,0.56,0.06,15,0.02,32,12,8197.66,0.57,7,47.8,23.5,13,4,6,4,0.22,345
0.01,0.25,15,0.0,6,0.98,0.54,0.45,33,0.01,62,2,5315.8,0.93,3,42.6,12.3,14,9,9,1,0.6,347
0.01,0.68,17,0.65,0,0.6,0.97,0.27,44,0.0,24,8,3835.34,0.81,2,34.3,13.8,41,2,10,4,0.24,348
0.75,0.53,6,0.0,5,0.22,0.93,0.12,39,0.0,41,9,12566.64,0.13,6,36.4,18.3,56,0,5,4,0.53,403
0.01,0.44,16,0.0,3,0.97,0.1,0.46,34,0.81,42,9,6020.74,0.04,2,29.4,13.8,41,8,5,4,0.59,391
0.0,0.95,16,0.0,5,0.79,0.17,0.38,17,0.01,41,1,10221.26,0.84,2,51.9,20.9,81,8,2,5,0.69,330
0.5,0.51,2,0.01,7,0.34,0.9,0.56,42,0.0,41,3,13046.96,0.45,1,24.9,5.7,89,0,9,5,0.86,359
0.01,0.12,8,0.01,2,0.31,0.56,0.17,57,0.02,46,14,12108.8,0.51,5,71.5,8.3,109,2,4,2,0.33,375
0.02,0.27,6,0.01,4,0.85,0.55,0.12,18,0.86,54,12,14783.73,0.52,2,75.1,14.5,11,0,1,3,0.76,399
0.03,0.57,12,0.01,5,0.77,0.54,0.23,59,0.01,62,14,12382.63,0.81,5,27.8,1.3,101,3,10,2,0.76,375
0.92,0.63,5,0.01,3,0.31,0.54,0.21,2,0.02,53,9,14765.01,0.16,6,53.6,15.1,12,0,7,2,0.8,361
0.69,0.12,13,0.0,6,0.46,0.74,0.27,5,0.01,23,7,9864.18,0.76,7,48.9,11.7,106,6,6,3,0.72,366
0.0,0.23,11,0.0,3,0.36,0.5,0.24,30,0.0,27,6,6425.17,0.93,4,24.1,20.1,41,1,10,3,0.89,325
0.01,0.57,0,0.0,6,0.89,0.53,0.09,12,0.49,59,13,8055.52,0.72,3,48.9,12.1,27,8,10,1,0.34,332
0.6,0.49,12,0.44,3,0.28,0.81,0.03,45,0.0,20,4,7972.85,0.31,4,65.8,20.1,84,4,5,5,0.28,390
0.02,0.5,12,0.37,0,0.77,0.4,0.05,53,0.02,47,11,8837.18,0.5,3,49.7,3.0,91,9,2,5,0.67,391
0.01,0.78,0,0.32,4,0.66,0.57,0.29,57,0.01,60,7,7880.45,0.94,7,35.1,2.5,81,4,4,1,0.59,338
0.98,0.63,17,0.0,3,0.79,0.54,0.24,37,0.01,35,9,9516.12,0.51,7,42.9,16.1,69,4,4,5,0.89,392
0.01,0.07,16,0.0,3,0.38,0.48,0.25,43,0.57,41,7,7999.16,0.52,4,47.5,6.3,46,8,0,4,0.6,386
0.0,0.38,16,0.71,3,0.59,0.92,0.1,5,0.01,26,10,2777.83,0.62,2,28.0,10.6,30,3,2,3,0.75,358
0.03,0.74,15,0.01,7,0.22,0.65,0.28,37,0.02,36,12,1696.87,0.9,2,71.7,12.5,96,3,3,1,0.85,389
0.0,0.29,16,0.0,6,0.52,0.3,0.05,5,0.01,47,2,9405.21,0.24,2,60.2,23.4,40,2,7,3,0.71,330
0.86,0.47,16,0.0,3,0.59,0.83,0.09,16,0.79,31,15,2241.86,0.96,6,47.8,15.9,90,0,2,4,0.67,403
0.03,0.58,11,0.01,6,0.8,0.88,0.32,13,0.02,62,8,8023.6,0.49,2,68.9,18.3,106,7,7,3,0.45,393
0.01,0.22,6,0.01,7,0.22,0.6,0.2,42,0.45,32,8,4325.03,0.44,2,16.9,18.1,41,1,4,1,0.66,359
0.01,0.83,16,0.0,2,0.47,0.62,0.27,44,0.01,42,9,1281.39,0.2,5,47.9,12.0,41,8,11,1,0.6,343
0.0,0.17,14,0.0,0,0.79,0.95,0.1,11,0.01,51,3,10290.82,0.52,1,47.5,16.6,41,5,8,1,0.6,361
0.01,0.88,18,0.01,2,0.43,0.35,0.25,8,0.0,64,13,7873.8,0.45,7,74.8,5.7,73,6,2,2,0.91,358
0.02,0.58,10,0.37,0,0.86,0.87,0.16,56,0.86,41,2,13888.72,0.45,6,76.8,17.5,41,1,3,1,0.78,404
0.0,0.2,15,0.0,7,0.61,0.89,0.19,3,0.01,45,7,2474.96,0.87,2,46.7,5.4,44,6,2,2,0.77,318
0.92,0.27,10,0.01,3,0.61,0.55,0.28,52,0.02,57,2,1964.15,0.94,1,69.3,16.1,41,8,9,3,0.24,412
0.0,0.51,19,0.01,0,0.91,0.56,0.11,38,0.0,58,1,3053.99,0.95,1,11.1,3.5,102,1,3,4,0.4,336
0.01,0.49,16,0.01,4,0.21,0.37,0.28,21,0.01,53,17,11772.37,0.97,2,38.1,4.8,60,3,2,1,0.6,353
0.01,0.88,1,0.37,3,0.6,0.29,0.23,5,0.02,41,16,8070.94,0.09,2,36.9,12.2,113,5,8,1,0.56,336
0.02,0.62,17,0.01,3,0.9,0.87,0.1,33,0.0,36,18,4343.06,-0.01,3,24.1,8.8,41,5,9,1,0.67,373
0.0,0.5,3,0.27,2,0.88,0.34,0.14,5,0.0,20,4,8964.07,0.97,2,35.8,10.4,11,0,10,1,0.85,309
0.01,0.44,13,0.71,6,0.46,0.17,0.16,4,0.61,39,9,7941.7,0.08,3,49.0,3.0,58,3,2,1,0.44,384
0.03,0.74,1,0.01,7,0.4,0.78,0.09,3,0.0,41,1,3434.06,0.37,3,48.2,20.6,7,3,5,1,0.67,379
0.0,0.32,11,0.0,5,0.46,0.94,0.11,29,0.02,44,12,5790.28,0.52,3,77.6,22.5,41,3,9,5,0.92,327
0.01,0.39,6,0.37,2,0.57,0.55,0.29,43,0.01,61,15,9805.52,0.93,6,45.7,12.1,97,4,3,1,0.61,366
0.0,0.09,12,0.75,6,0.67,0.47,0.23,13,0.0,35,7,9915.55,0.53,7,64.5,12.2,115,5,2,3,0.46,363
0.01,0.78,2,0.01,2,0.6,0.48,0.24,24,0.02,58,17,10391.56,0.34,4,26.4,22.6,34,3,3,3,0.37,363
0.0,0.6,9,0.0,0,0.59,0.65,0.08,8,0.01,37,9,11267.51,1.0,1,21.1,6.7,35,7,3,4,0.51,353
0.0,0.88,2,0.01,2,0.6,0.57,0.06,5,0.0,61,12,8276.75,0.72,2,51.8,12.5,45,1,2,4,0.24,331
0.01,0.77,4,0.01,3,0.43,0.53,0.38,8,0.0,24,8,14710.6,0.04,2,47.2,16.7,46,2,11,5,0.59,349
0.03,0.87,0,0.0,3,0.59,0.11,0.04,17,0.01,34,16,8062.88,1.0,2,16.0,12.8,87,3,1,5,0.55,377
0.01,0.54,16,0.0,3,0.77,0.57,0.13,53,0.42,41,10,14047.83,0.48,2,33.7,12.4,57,2,9,4,0.69,354
0.02,0.93,11,0.37,2,0.64,0.81,0.18,29,0.01,62,3,9073.04,0.53,2,43.8,1.5,41,3,4,2,0.27,365
0.3,0.91,8,0.35,3,0.33,0.32,0.44,25,0.02,42,5,5630.44,0.43,4,48.1,7.8,67,3,7,1,0.97,329
0.0,0.89,16,0.01,4,0.72,0.74,0.15,3,0.02,24,8,10939.04,0.35,2,37.7,17.8,16,4,10,3,0.6,325
0.01,0.3,3,0.0,2,0.31,0.38,0.29,5,0.0,31,15,2250.49,0.91,6,19.2,17.3,46,0,2,1,0.6,367
0.02,0.25,19,0.01,4,0.4,0.4,0.27,19,0.01,62,9,8521.59,0.34,4,73.3,10.6,90,4,8,4,0.74,395
0.62,0.9,9,0.01,6,0.61,0.21,0.34,51,0.02,42,9,12839.51,0.59,2,56.1,17.4,20,0,0,1,0.91,382
0.01,0.51,9,0.84,1,0.75,0.66,0.32,38,0.01,25,9,4521.57,0.14,7,77.5,8.1,11,4,0,1,0.41,374
0.98,0.83,10,0.01,5,0.49,0.42,0.46,13,0.01,29,9,8003.92,0.06,5,14.8,6.8,41,2,7,1,0.8,381
0.0,0.37,19,0.0,7,0.89,0.55,0.29,5,0.67,41,0,2924.59,0.53,6,20.0,21.1,51,9,4,1,0.64,346
0.01,0.77,0,0.01,5,0.91,0.37,0.07,54,0.92,34,15,8133.51,0.81,7,47.9,12.2,78,6,10,1,0.73,349
0.01,0.15,19,0.0,1,0.61,0.69,0.39,39,0.93,42,12,14470.3,0.52,2,48.0,17.5,96,1,6,5,0.27,400
0.01,0.68,16,0.01,3,0.29,0.54,0.28,6,0.02,60,18,10330.18,0.02,2,47.9,4.6,33,4,7,3,0.69,349
0.01,0.62,4,0.7,4,0.69,0.5,0.22,58,0.02,41,10,8057.62,0.55,2,21.1,10.1,38,5,2,1,0.75,351
0.01,0.57,14,0.01,7,0.91,0.35,0.46,23,0.87,24,8,10827.29,0.42,2,26.7,1.2,22,5,8,4,0.65,361
0.01,0.51,16,0.37,2,0.41,0.55,0.22,5,0.01,34,15,13233.15,0.83,3,54.8,1.7,112,3,1,5,0.56,358
0.6,0.6,6,0.0,1,0.9,0.22,0.01,5,0.01,34,12,8128.1,0.01,2,59.2,11.3,52,7,6,5,0.39,378
0.58,0.68,10,0.0,3,0.78,0.23,0.24,26,0.9,36,9,10024.83,0.96,7,27.2,14.2,102,3,1,2,0.43,424
0.01,0.25,8,0.0,2,0.59,0.69,0.17,5,0.01,31,9,10229.91,0.86,2,57.4,10.9,51,9,3,1,0.8,357
0.01,0.06,15,0.01,6,0.44,0.79,0.25,51,0.01,55,9,7794.36,0.51,6,48.1,22.7,41,1,2,4,0.6,368
0.86,0.76,15,0.01,6,0.2,0.41,0.43,11,0.0,26,1,7096.79,0.01,2,23.6,19.0,6,9,10,1,0.74,362
0.49,0.12,4,0.37,3,0.56,0.37,0.47,41,0.01,19,3,5640.93,0.71,2,79.6,4.8,73,3,1,1,0.48,399
0.82,0.69,6,0.71,5,0.61,0.54,0.31,47,0.02,63,6,6015.99,0.52,1,67.9,9.5,97,3,6,2,0.37,376
0.0,0.32,6,0.0,3,0.59,0.36,0.47,21,0.0,41,12,1451.81,0.51,7,37.8,24.0,75,2,11,1,0.61,338
0.02,0.59,11,0.43,0,0.66,0.1,0.28,17,0.72,22,6,3520.1,0.27,6,54.0,12.2,84,4,5,4,0.84,400
0.02,0.51,15,0.01,5,0.92,0.55,0.35,52,0.01,60,6,9676.7,0.41,7,60.4,8.6,91,3,4,4,0.45,392
0.39,0.76,10,0.01,3,0.86,0.58,0.34,5,0.01,20,4,3369.02,0.69,2,15.2,17.2,51,6,3,3,0.51,355
0.0,0.84,14,0.0,5,0.93,0.69,0.19,39,0.02,47,9,8838.7,0.43,1,18.1,14.6,72,9,10,1,0.92,307
0.02,0.91,12,0.01,4,0.6,0.23,0.16,14,0.0,24,8,8035.89,0.65,3,48.9,3.9,62,7,6,2,0.44,360
0.69,0.79,13,0.78,2,0.72,0.39,0.3,31,0.76,29,9,3528.43,0.63,2,32.0,17.2,86,7,10,1,0.6,369
0.62,0.96,15,0.37,3,0.76,0.4,0.05,38,0.0,25,9,8154.17,0.58,6,26.7,7.2,88,0,4,1,0.49,389
0.0,0.26,5,0.0,4,0.77,0.42,0.4,11,0.01,56,2,8191.45,0.51,6,75.7,11.7,7,3,3,5,0.82,324
0.02,0.29,3,0.01,2,0.68,0.69,0.44,35,0.69,52,17,7964.59,0.4,6,65.5,8.5,93,1,11,1,0.48,375
0.71,0.13,13,0.0,7,0.8,0.91,0.16,38,0.01,27,2,13671.3,0.89,6,49.3,4.7,48,5,10,1,0.47,347
0.02,0.73,2,0.37,5,0.73,0.55,0.27,38,0.0,53,0,7948.7,0.17,2,61.3,5.3,15,1,10,1,0.4,354
0.01,0.93,16,0.0,7,0.4,0.54,0.11,5,0.45,54,9,6437.9,0.5,7,41.8,20.6,18,3,3,3,0.24,351
0.0,0.54,16,0.01,0,0.65,0.72,0.12,26,0.45,41,11,5570.89,0.67,6,65.7,14.2,41,4,1,2,0.6,355
0.01,0.41,5,0.01,3,0.78,0.42,0.29,35,0.0,57,17,13141.47,0.66,2,49.9,2.2,57,3,4,3,0.56,349
0.89,0.07,2,0.01,3,0.93,0.17,0.19,5,0.01,45,2,7881.02,0.52,7,16.8,8.0,81,3,11,2,0.86,397
0.01,0.52,2,0.0,6,0.6,0.88,0.39,47,0.02,48,0,4920.64,0.38,2,68.6,22.5,70,3,6,1,0.64,350
0.02,0.5,14,0.01,3,0.75,0.17,0.18,47,0.8,35,3,8186.17,0.04,6,47.1,17.9,61,9,2,5,0.47,390
0.03,0.51,10,0.37,6,0.81,0.54,0.15,44,0.0,20,4,4376.51,0.52,7,64.4,22.0,41,6,9,3,0.85,391
0.55,0.49,16,0.34,6,0.61,0.77,0.29,30,0.01,41,6,4679.95,0.61,1,75.7,3.9,39,5,11,5,0.33,334
0.03,0.94,16,0.37,5,0.73,0.92,0.28,54,0.0,54,2,6924.56,0.48,2,35.5,3.2,40,0,3,1,0.84,388
0.01,0.65,10,0.38,6,0.22,0.17,0.03,35,0.03,22,3,2685.63,0.51,2,42.6,9.0,36,3,8,4,0.93,344
0.0,0.55,16,0.0,6,0.6,0.72,0.32,46,0.02,61,9,1586.7,0.4,6,26.4,16.8,34,7,4,3,0.37,342
0.0,0.71,17,0.0,7,0.6,0.56,0.37,50,0.01,53,18,7151.69,0.92,5,18.6,12.1,75,1,2,5,0.59,328
0.01,0.43,3,0.01,2,0.53,0.28,0.27,5,0.0,46,15,8028.69,0.53,2,14.8,11.7,41,0,2,4,0.76,357
0.01,0.89,0,0.0,4,0.73,0.53,0.24,5,0.01,47,2,7979.15,0.16,7,48.9,13.9,27,2,2,1,0.61,367
0.32,0.53,7,0.28,3,0.63,0.55,0.08,13,0.01,24,8,9010.4,0.52,6,45.5,11.9,27,4,4,3,0.99,366
0.03,0.52,3,0.01,3,0.61,0.57,0.27,26,0.0,40,16,3192.03,0.83,5,55.6,9.0,41,6,3,3,0.55,382
0.0,0.6,11,0.01,5,0.6,0.39,0.39,5,0.02,44,9,6085.68,0.73,4,50.8,4.3,109,4,8,4,0.61,314
0.01,0.5,16,0.0,2,0.99,0.52,0.27,31,0.0,36,9,9709.81,0.9,3,43.6,16.3,118,0,10,1,0.81,354
0.0,0.51,16,0.37,6,0.53,0.74,0.39,24,0.49,19,3,4599.49,0.82,6,56.0,22.7,89,6,2,1,0.46,341
0.55,0.91,6,0.82,7,0.72,0.35,0.3,31,0.01,24,8,7911.64,0.28,5,53.4,1.6,25,8,9,3,0.96,367
0.02,0.51,7,0.0,5,0.54,0.26,0.39,45,0.0,28,9,7808.44,0.89,7,69.0,18.1,44,3,11,3,0.33,354
0.01,0.29,13,0.01,3,0.92,0.27,0.24,33,0.0,35,12,11697.7,0.31,7,73.1,17.0,64,3,5,2,0.51,362
0.56,0.31,3,0.82,7,0.48,0.11,0.38,15,0.8,36,14,9896.54,0.54,4,70.3,22.6,106,8,8,2,0.77,330
0.01,0.5,12,0.0,7,0.26,0.64,0.38,5,0.8,52,1,4131.81,0.87,1,37.0,12.5,54,3,2,1,0.61,362
0.48,0.87,4,0.0,4,0.29,0.46,0.43,25,0.02,27,0,8090.91,0.95,2,49.0,21.0,101,6,2,3,0.33,364
0.01,0.11,4,0.69,2,0.3,0.54,0.31,33,0.0,22,6,14031.05,0.37,3,67.4,12.3,41,1,2,1,0.4,381
0.02,0.21,7,0.01,6,0.34,0.88,0.48,50,0.02,41,3,7007.5,0.79,7,48.8,12.1,41,4,2,1,0.46,383
0.73,0.5,5,0.41,1,0.82,0.77,0.13,4,0.01,41,11,10288.53,0.29,1,30.9,11.9,29,3,0,2,0.37,376
0.61,0.68,4,0.44,5,0.8,0.93,0.25,6,0.0,54,18,8054.77,0.69,2,29.8,8.2,66,8,2,5,0.61,390
0.02,0.51,16,0.37,7,0.78,0.7,0.16,56,0.01,60,9,7992.06,0.21,6,62.0,21.2,110,7,9,1,0.87,385
0.0,0.23,16,0.37,3,0.22,0.27,0.21,12,0.02,41,10,3107.46,0.36,2,21.0,3.8,93,5,2,5,0.81,340
0.01,0.08,18,0.0,1,0.26,0.4,0.3,33,0.0,37,2,14483.44,0.51,7,65.8,20.0,78,7,7,2,0.61,377
0.0,0.69,11,0.01,3,0.76,0.55,0.15,5,0.01,37,0,2678.17,0.51,2,48.7,14.6,35,3,11,1,0.71,332
0.01,0.87,18,0.37,2,0.31,0.52,0.43,5,0.0,23,5,9600.54,0.1,1,20.8,18.1,41,4,2,1,0.94,368
0.01,0.5,16,0.37,3,0.47,0.11,0.21,27,0.01,26,3,2652.93,0.69,5,46.8,14.3,31,8,8,1,0.22,361
0.01,0.05,19,0.0,1,0.6,0.26,0.05,49,0.0,52,9,3326.05,0.61,5,16.6,2.6,94,9,6,2,0.6,363
0.0,0.46,15,0.0,3,0.34,0.73,0.09,22,0.0,38,9,8123.99,0.53,7,37.4,12.1,41,6,3,2,0.3,347
0.01,0.44,9,0.54,5,0.29,0.19,0.21,32,0.0,37,16,6906.35,0.17,5,34.9,0.4,109,8,2,1,0.82,367
0.0,0.5,15,0.0,6,0.41,0.25,0.27,44,0.03,59,9,1036.76,0.0,7,16.0,6.7,38,2,1,3,0.71,347
0.0,0.68,0,0.0,3,0.6,0.35,0.27,5,0.93,37,9,8001.38,0.38,3,71.5,5.7,29,3,2,2,0.59,335
0.35,0.83,5,0.37,3,0.95,0.94,0.36,17,0.01,41,16,10082.4,0.4,3,48.5,3.4,109,2,7,4,0.8,375
0.72,0.51,15,0.01,3,0.8,0.89,0.5,5,0.01,41,10,7035.0,0.52,2,58.6,5.0,51,0,11,5,0.6,353
0.01,0.2,3,0.01,6,0.26,0.18,0.14,51,0.01,30,9,1334.07,0.61,2,48.7,9.7,69,2,2,1,0.61,368
0.01,0.79,16,0.01,2,0.92,0.57,0.34,5,0.01,25,9,10522.93,0.53,4,59.4,4.9,34,0,8,3,0.94,362
0.0,0.32,6,0.01,3,0.82,0.56,0.29,50,0.02,62,2,13058.18,0.52,4,62.2,1.4,74,2,0,5,0.59,332
0.31,0.82,5,0.01,0,0.42,0.45,0.27,26,0.0,53,9,4001.47,0.82,7,56.7,10.7,41,3,0,3,0.55,350
0.02,0.1,9,0.76,3,0.5,0.56,0.38,52,0.0,24,7,11894.49,0.52,1,48.8,0.0,27,3,6,4,0.98,394
0.0,0.64,17,0.0,4,0.6,0.67,0.37,16,0.01,42,13,8135.36,0.19,3,35.6,8.1,45,2,3,5,0.36,345
0.01,0.08,1,0.37,4,0.71,0.86,0.11,46,0.0,58,2,13163.25,0.5,4,43.5,14.9,9,8,1,1,0.25,360
0.01,0.52,5,0.01,3,0.59,0.72,0.06,44,0.01,31,14,4437.2,0.86,3,40.7,20.1,34,3,6,3,0.24,355
0.02,0.52,0,0.0,3,0.81,0.54,0.27,19,0.0,49,9,10778.37,0.56,5,79.8,5.2,34,7,0,1,0.53,373
0.01,0.39,11,0.61,6,0.25,0.21,0.27,48,0.01,22,3,4399.91,0.32,5,30.8,3.6,60,3,4,1,0.67,355
0.0,0.78,11,0.01,1,0.5,0.84,0.28,53,0.0,31,0,8390.41,0.04,3,74.1,9.8,79,3,5,2,0.4,343
0.02,0.51,17,0.0,3,0.63,0.59,0.44,19,0.75,22,6,12863.8,0.01,7,48.1,8.8,75,7,5,2,0.41,402
0.03,0.56,6,0.7,3,0.74,0.54,0.27,17,0.88,48,9,10085.33,0.9,2,37.0,22.4,36,2,10,1,0.6,392
0.02,0.11,0,0.59,7,0.6,0.78,0.0,5,0.02,39,16,3680.49,1.01,6,42.8,18.2,115,0,10,5,0.24,363
0.01,0.51,3,0.01,2,0.72,0.95,0.05,48,0.0,37,9,4656.0,0.69,2,62.3,7.5,43,3,1,2,0.49,358
0.5,0.33,1,0.9,7,0.42,0.46,0.1,56,0.02,50,14,6890.85,0.54,3,34.3,22.2,10,1,6,4,0.7,358
0.0,0.82,1,0.48,3,0.41,0.54,0.27,12,0.01,43,14,14340.13,0.87,2,22.7,15.6,70,0,10,3,0.76,317
0.02,0.71,19,0.01,2,0.8,0.84,0.03,55,0.0,29,1,7295.03,0.46,5,77.8,22.8,41,4,2,1,0.24,376
0.01,0.5,16,0.37,5,0.29,0.77,0.24,57,0.02,28,12,1422.31,0.51,2,65.5,12.1,57,3,10,1,0.61,359
0.02,0.31,6,0.01,6,0.65,0.58,0.26,25,0.01,48,5,8053.46,0.5,6,76.0,17.4,106,0,0,5,0.72,394
0.02,0.19,1,0.0,7,0.84,0.81,0.18,9,0.02,62,3,9880.24,0.36,3,75.9,15.3,75,2,4,4,0.6,371
0.0,0.49,14,0.37,1,0.39,0.67,0.3,41,0.78,18,2,11704.19,0.24,6,47.6,18.4,41,8,1,1,0.46,350
0.62,0.5,0,0.61,3,0.22,0.59,0.28,59,0.0,39,11,14941.58,0.51,5,38.7,21.0,17,5,8,3,0.73,392
0.0,0.85,16,0.01,2,0.6,0.13,0.25,40,0.02,21,3,12627.04,0.99,5,48.5,1.0,41,0,11,3,0.78,314
0.01,0.45,3,0.85,3,1.0,0.59,0.39,8,0.01,39,0,12440.07,0.28,7,47.1,5.7,51,0,9,1,0.51,350
0.01,0.54,8,0.43,2,0.58,0.83,0.45,5,0.01,41,6,13795.43,0.53,7,79.3,13.0,116,7,5,4,0.49,365
0.68,0.61,2,0.01,5,0.77,0.75,0.29,48,0.0,49,3,7824.02,0.7,1,48.1,17.6,107,2,10,5,0.61,399
1.0,0.88,15,0.32,7,0.29,0.4,0.27,5,0.01,41,2,8689.39,0.5,4,24.7,20.9,66,8,2,4,0.92,451
